common_value;members_count;min_step;max_step;avg_step;members
3752525663;18;24;32;27.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
3555064727;18;32;49;43.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
2501683775;18;23;31;26.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
2370043151;18;31;48;42.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
1667789183;18;22;30;25.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
1580028767;18;30;47;41.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
1482479273;18;20;28;23.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
1317759353;18;18;26;21.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
1111859455;18;21;29;24.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
1053352511;18;29;46;40.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
988319515;18;19;27;22.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
878506235;18;17;25;20.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
711815789;18;40;57;51.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
702235007;18;28;45;39.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
675668897;18;45;62;56.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
632725145;18;38;55;49.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
585670823;18;16;24;19.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
570095633;18;48;65;59.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
506751673;18;46;63;57.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
474543859;18;39;56;50.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
468156671;18;27;44;38.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
450445931;18;44;61;55.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
445245965;18;29;37;32.94444444444444;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
427571725;18;49;66;60.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
421816763;18;37;54;48.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
390447215;18;15;23;18.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
380063755;18;47;64;58.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
374948233;18;35;52;46.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
369901565;18;23;40;34.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
346391585;18;16;33;27.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
312104447;18;26;43;37.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
300297287;18;43;60;54.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
292267901;18;19;36;30.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
281211175;18;36;53;47.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
266930921;18;41;58;52.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
260298143;18;14;22;17.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
259793689;18;17;34;28.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
246601043;18;22;39;33.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
230927723;18;15;32;26.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
208069631;18;25;42;36.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
200198191;18;42;59;53.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
194845267;18;18;35;29.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
182461409;18;11;28;22.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
173532095;18;13;21;16.944444444444443;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
166967237;18;30;38;33.94444444444444;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
164400695;18;21;38;32.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
160339397;18;50;67;61.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
153951815;18;14;31;25.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
138713087;18;24;41;35.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
136846057;18;12;29;23.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
121640939;18;10;27;21.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
115688063;18;12;20;15.944444444444445;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
109600463;18;20;37;31.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
102634543;18;13;30;24.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
81093959;18;9;26;20.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
77125375;18;11;19;14.944444444444445;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
73338857;18;9;21;14.444444444444445;376831,502441,565247,669921,847871,1004883,1190971,1271807,1339843,1507325,1587961,1786457,1882027,1907711,2009765,2117281,2260989,2381943
55004143;18;10;22;15.444444444444445;376831,502441,565247,669921,847871,1004883,1190971,1271807,1339843,1507325,1587961,1786457,1882027,1907711,2009765,2117281,2260989,2381943
54062639;18;8;25;19.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
48892571;18;8;20;13.444444444444445;376831,502441,565247,669921,847871,1004883,1190971,1271807,1339843,1507325,1587961,1786457,1882027,1907711,2009765,2117281,2260989,2381943
36041759;18;7;24;18.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
32595047;18;7;19;12.444444444444445;376831,502441,565247,669921,847871,1004883,1190971,1271807,1339843,1507325,1587961,1786457,1882027,1907711,2009765,2117281,2260989,2381943
31306357;18;31;39;34.94444444444444;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
30063637;18;51;68;62.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
24027839;18;6;23;17.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
21730031;18;6;18;11.444444444444445;376831,502441,565247,669921,847871,1004883,1190971,1271807,1339843,1507325,1587961,1786457,1882027,1907711,2009765,2117281,2260989,2381943
17375633;18;77;94;88.77777777777777;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
16018559;18;5;22;16.77777777777778;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
14486687;18;5;17;10.444444444444445;376831,502441,565247,669921,847871,1004883,1190971,1271807,1339843,1507325,1587961,1786457,1882027,1907711,2009765,2117281,2260989,2381943
13031725;18;78;95;89.77777777777777;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
11583755;18;76;93;87.77777777777777;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
10679039;18;4;21;15.777777777777779;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
9657791;18;4;16;9.444444444444445;376831,502441,565247,669921,847871,1004883,1190971,1271807,1339843,1507325,1587961,1786457,1882027,1907711,2009765,2117281,2260989,2381943
7722503;18;75;92;86.77777777777777;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
7577225;18;2;13;7.166666666666667;665215,886953,997823,1496735,1773907,2102407,2245103,2365209,2660861,2803209,3153611,3367655,3547813,3991293,4204815,4730417,4730419,4983483
7119359;18;3;20;14.777777777777779;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
6438527;18;3;15;8.444444444444445;376831,502441,565247,669921,847871,1004883,1190971,1271807,1339843,1507325,1587961,1786457,1882027,1907711,2009765,2117281,2260989,2381943
6101729;18;71;88;82.77777777777777;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
5682919;18;3;14;8.166666666666666;665215,886953,997823,1496735,1773907,2102407,2245103,2365209,2660861,2803209,3153611,3367655,3547813,3991293,4204815,4730417,4730419,4983483
5148335;18;74;91;85.77777777777777;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
5051483;18;1;12;6.166666666666667;665215,886953,997823,1496735,1773907,2102407,2245103,2365209,2660861,2803209,3153611,3367655,3547813,3991293,4204815,4730417,4730419,4983483
4952765;18;35;43;38.94444444444444;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
4886897;18;79;96;90.77777777777777;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
4746239;18;2;19;13.777777777777779;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
4576297;18;72;89;83.77777777777777;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
4402457;18;33;41;36.94444444444444;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
4292351;18;2;14;7.444444444444445;376831,502441,565247,669921,847871,1004883,1190971,1271807,1339843,1507325,1587961,1786457,1882027,1907711,2009765,2117281,2260989,2381943
4178897;18;38;46;41.94444444444444;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
4067819;18;70;87;81.77777777777777;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
3665173;18;80;97;91.77777777777777;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
3432223;18;73;90;84.77777777777777;780391,822139,924907,1040521,1096185,1170587,1233209,1316911,1387361,1560783,1644279,1755881,1849815,1975367,2081043,2109439,2192371,2341175
3367655;18;0;11;5.166666666666667;665215,886953,997823,1496735,1773907,2102407,2245103,2365209,2660861,2803209,3153611,3367655,3547813,3991293,4204815,4730417,4730419,4983483
3301843;18;34;42;37.94444444444444;704511,1056767,1409023,1585151,1878697,2113535,2226603,2377727,2504929,2818045,3170303,3339905,3566591,3757393,3757395,4227069,4453207,4755455
